Emp ID,Name,DOB,SSN,State
1062,Priscilla Franklin,1975-09-14,551-62-0352,Alaska
680,Pamela Rogers,1964-12-31,407-77-3578,North Carolina
1146,Steven Walters,1991-09-02,828-22-6866,Kentucky
1697,Emily Thompson,1990-02-18,341-08-2519,Arizona
964,Jason Peterson,1989-08-20,368-74-6448,Michigan
1613,Bethany Casey,1969-08-06,349-54-1342,Mississippi
528,John Ford,1986-11-05,031-59-5334,Ohio
170,Robert Levy,1976-06-10,357-56-7263,North Carolina
1411,Edward Peters,1976-06-02,602-69-0801,Washington
1679,William Bush,1976-06-21,303-79-0131,Connecticut
1127,Duane Williams,1961-01-27,610-56-9445,Oklahoma
9,William Edwards,1992-06-21,322-08-9569,Tennessee
2073,Roger Wall,1969-04-17,231-69-4292,Alabama
516,Nancy Moore,1973-03-09,462-27-7870,Delaware
1179,Deborah Morales,1963-05-24,875-06-7227,Connecticut
1106,Cody Leon,1992-04-26,013-77-9067,Massachusetts
1756,Mandy Greer,1987-11-15,080-45-9670,New York
824,Brenda Kent,1961-08-09,242-83-9315,New York
402,Jonathan Ramirez,1981-12-16,783-60-8612,New Mexico
1893,Steven Thompson,1973-01-19,749-24-5311,Missouri
553,Michael Monroe,1983-04-18,060-78-0960,Oregon
1980,Samuel Santos,1990-03-14,170-57-2063,Oklahoma
2046,Lori Martinez,1959-11-16,130-69-8278,Nebraska
293,Paul Green,1975-10-06,521-51-3279,Arkansas
1857,Jessica Harris,1994-01-25,286-39-7804,Virginia
1717,Jacob Archer,1961-03-13,212-25-3018,Missouri
1096,Amanda Fisher,1967-03-15,774-23-9755,Arkansas
745,Cynthia Bonilla,1979-03-23,693-08-7002,Tennessee
109,Clarence Daniels,1992-08-06,565-89-9651,Oregon
2112,David Wood,1979-03-22,014-73-9249,North Carolina
1189,Matthew Moore,1991-04-13,271-69-4233,Wyoming
1058,Alexandra Paul,1991-09-30,339-66-8532,Texas
581,Kim Wells,1981-01-13,127-49-5644,New Mexico
1528,Thomas Cortez,1959-08-08,212-41-9213,Louisiana
1216,Nicole Rodriguez,1972-11-28,710-82-4951,Oklahoma
405,Katherine Hernandez,1988-02-08,114-20-0837,Florida
550,Allen Perez,1971-08-24,450-15-9596,Arizona
686,Jacob Martinez,1965-04-16,388-82-0313,Kansas
498,Jacqueline Cooper,1963-03-08,104-13-9512,Delaware
905,Stephanie Davis,1968-10-17,094-37-9170,Montana
1033,Cathy Mcgee,1959-02-03,536-34-8652,Vermont
619,Margaret Smith,1968-05-05,682-35-7479,South Dakota
2113,Gina Bauer,1963-08-13,424-80-1576,Hawaii
2111,James Lucero,1961-02-19,523-67-9626,Alaska
1159,Daniel Morrison,1976-02-11,065-41-5212,Massachusetts
536,Vanessa Rodriguez,1958-10-21,656-32-6073,New Hampshire
1535,Lauren Perez,1981-07-03,892-23-9578,Maine
220,Alicia Andrade,1977-02-04,402-12-0807,Connecticut
1168,Carlos Gibson,1962-09-16,497-46-6761,Wisconsin
1415,Kathryn Sanchez,1972-03-03,186-46-9884,Nevada
580,Thomas Stout,1990-08-27,324-77-5841,Mississippi
1784,Nicholas Rice,1980-04-21,664-03-5065,Hawaii
1144,Jamie Shields,1983-12-19,675-23-8231,Ohio
1357,Holly Jones,1958-07-06,365-61-4145,Georgia
48,Aaron Jones,1987-09-29,180-94-6140,Idaho
32,Heidi Fowler,1964-02-19,535-65-4145,Rhode Island
765,Katherine Benson,1969-12-10,542-62-8721,South Carolina
1442,Linda Robbins,1985-04-21,895-88-7171,Kentucky
265,Joseph Martin,1987-07-24,507-68-3577,Minnesota
1823,Anthony Burns,1969-02-15,052-40-2863,Vermont
1393,Richard Hahn,1961-03-06,115-30-5875,Tennessee
87,Jennifer Romero,1961-08-14,759-76-4582,Alabama
768,John Munoz,1991-04-16,037-32-5426,California
2001,Katherine Maynard,1975-01-14,220-05-4906,New Jersey
902,Willie Raymond,1961-05-19,378-83-4564,Montana
1840,Eric Aguilar,1960-06-19,776-02-8610,Wisconsin
1074,Tasha Marquez,1957-06-19,763-43-7993,Kentucky
999,Howard Byrd,1986-04-10,678-11-5376,Michigan
1379,David Cummings,1983-02-13,707-72-7451,Oregon
1376,Jeanette Kirk,1981-12-28,300-32-2769,West Virginia
532,Melissa Herman,1988-04-11,827-90-7654,Wisconsin
40,Mark Norris,1976-04-11,234-32-4486,Montana
1323,Maria Patterson,1960-02-09,868-84-5543,Texas
1551,Steven Smith,1983-03-12,043-27-6077,New Hampshire
21,Rose May,1982-08-29,187-98-7332,Wyoming
1600,Christopher Santiago,1967-04-22,092-24-0657,Utah
931,Shannon Martinez,1992-01-11,559-89-2174,Alabama
1623,Austin Smith,1964-02-16,033-13-4922,Wisconsin
1276,Brian Myers,1961-04-19,274-34-8072,Florida
81,Michael Davis,1987-01-20,023-78-5600,New Jersey
842,Nicole Dudley,1967-07-08,665-98-2651,Arizona
456,Ashley Hill,1964-01-03,441-22-0671,South Carolina
723,Adam Martinez,1991-11-01,012-82-2549,New York
777,Isabella Carr,1968-10-09,894-88-2902,Indiana
191,Daniel Morales,1963-03-21,025-27-5432,Hawaii
1295,Andrew Williams,1986-11-30,842-84-6925,Idaho
955,Cody King,1962-07-27,552-94-8237,Colorado
1913,Angela Gonzales,1966-08-27,808-18-8623,Mississippi
1397,Adam Arnold,1978-11-18,095-80-3401,Wisconsin
1556,John Bender,1970-10-07,468-71-0475,Arkansas
608,Megan Jenkins,1982-11-25,544-95-3819,Nevada
1644,Darren Frederick,1981-01-24,139-94-8624,Connecticut
485,Karen Pena,1970-08-05,616-09-1440,Delaware
1924,Marcus Barnes,1989-10-11,189-77-0858,Hawaii
153,Steven Williams,1964-09-09,204-12-2930,Georgia
2096,Anna Anderson,1969-05-18,016-70-3943,Washington
1538,Patricia Lucas,1959-03-21,762-87-9386,Oklahoma
441,John Johnson,1988-12-27,032-41-6649,Minnesota
1883,Sara Lam,1970-10-11,059-27-9907,Indiana
1366,Anne Moore,1959-08-13,148-31-6421,Minnesota
1051,Christopher Shepherd,1974-02-09,273-64-5640,Rhode Island
794,David Brock,1958-12-08,698-71-8176,Iowa
1373,Tina Morgan,1986-08-17,494-92-6007,Kansas
872,Lisa Terry,1977-10-07,003-60-5940,South Dakota
1817,Virginia Simmons,1982-07-26,570-81-2224,Florida
851,Laura Brooks,1962-12-16,380-79-4803,Montana
556,Brian Miller,1978-08-04,602-14-1134,West Virginia
1952,Elizabeth Adams,1983-07-28,268-03-8567,West Virginia
1395,Terri Bird,1988-06-17,185-74-3331,Vermont
1463,Justin Sanders,1992-08-10,760-43-6990,Minnesota
1994,Tiffany George,1967-02-06,646-42-9311,Oregon
138,Travis Welch,1983-04-18,545-57-6679,Massachusetts
1092,Jason Calderon,1988-08-21,511-86-1362,South Carolina
234,Jerry Osborne,1965-06-12,483-55-7056,New York
677,Kelsey Gonzalez,1973-05-09,158-85-9942,Tennessee
1748,Tonya Wood,1986-04-29,603-75-7162,Mississippi
1888,Michelle Richards,1960-03-09,529-29-7073,North Carolina
1484,Sarah Craig,1977-07-20,049-85-1964,Alaska
342,Kyle Johnson,1966-01-02,609-17-6532,Hawaii
431,Paul Wilson,1969-10-17,747-82-6326,Alaska
874,Alyssa Rodriguez,1958-10-30,462-46-9354,Missouri
1007,Michelle Woodard,1984-03-25,776-40-6544,Kansas
102,Thomas Lindsey,1992-10-16,273-99-9938,California
1399,Kevin Stewart,1971-11-17,511-71-5371,Mississippi
1761,Ronald Martinez,1978-05-11,642-39-0592,Washington
19,Aaron Hanna,1988-02-06,156-42-8006,Virginia
1025,Elizabeth Cohen,1987-11-11,859-88-2825,Idaho
924,Jonathan Henderson,1970-02-23,317-11-6202,Louisiana
1054,Heather Hernandez,1988-05-18,406-03-2975,Minnesota
1799,Laura Young,1991-12-04,130-44-6643,Michigan
1521,Heidi Moran,1961-01-23,590-05-2555,Oklahoma
1348,Sean Johnson,1989-10-14,675-03-3225,New Jersey
1897,Barbara Smith,1974-02-06,609-08-5229,New York
484,Jason Freeman,1960-06-05,041-11-3738,Maine
994,Jackie Cummings,1962-08-19,619-27-9255,Maine
217,David Shelton,1994-07-08,855-37-9705,Mississippi
983,Jeanette Everett,1984-03-14,011-33-8061,New Jersey
1474,Michael Martin,1990-01-12,640-05-0362,North Dakota
1453,Shelby Garcia,1992-06-21,423-70-9256,South Carolina
298,Brian Dudley,1967-03-23,887-66-2714,New Jersey
1028,Andrea Ramos,1994-08-22,421-35-4870,Alabama
773,Alexandra Gray,1972-07-14,369-35-2578,Alabama
482,Adam Contreras,1992-02-29,689-23-0224,Wisconsin
189,Taylor Adams,1959-03-07,562-71-8505,Tennessee
283,Mitchell Thomas,1988-12-20,695-58-0577,South Dakota
1965,Courtney Reid,1961-07-02,508-30-9747,Michigan
1330,Kayla Mcguire,1968-10-23,816-09-3190,Indiana
1197,Chad Rodriguez,1960-06-25,293-66-0966,Kentucky
977,Kevin Garcia,1963-05-17,636-10-4908,Florida
418,Daniel Walker,1985-10-31,584-13-8850,New Jersey
847,Colton Ross,1994-08-11,897-33-3123,Indiana
1369,Erica Smith,1973-10-02,406-46-5830,South Carolina
1794,Nicholas Henry,1980-09-19,599-27-9335,Indiana
1289,Ruth Reeves,1965-12-11,416-25-9922,Maryland
859,Gina Rodriguez,1981-06-07,163-36-6047,Texas
237,John Macdonald,1967-01-28,441-52-8496,Hawaii
1263,Michelle Moreno,1975-09-13,204-83-3075,Pennsylvania
1860,Michael Farrell,1972-01-11,027-75-9728,North Dakota
1713,Lynn Fox,1972-07-05,760-68-9052,Vermont
1782,James Williams,1992-09-18,554-24-9225,Hawaii
2060,Robert Williams,1966-07-28,485-78-5396,Illinois
2078,Matthew Solis,1990-12-21,551-62-6541,Idaho
145,Anita Hill,1961-07-28,068-83-9891,California
1827,Mary Davis,1984-04-19,600-42-8228,Tennessee
699,Kyle Wood,1966-02-02,854-25-0765,Florida
316,Natalie Carlson,1979-06-24,286-83-7026,Maryland
693,Scott Smith,1975-11-25,840-28-4104,Texas
31,Jessica Jones,1986-06-16,145-92-3598,Ohio
1299,Loretta Vasquez,1966-10-25,019-42-0870,South Dakota
339,Kathryn Bonilla,1978-08-09,054-49-3708,Rhode Island
775,Luke West,1967-08-14,782-17-6228,North Carolina
650,Thomas Byrd,1967-09-06,831-58-7030,Vermont
236,Edwin Williams,1994-10-29,569-95-1359,Nebraska
1915,Steven Lewis,1980-12-24,611-46-1947,Massachusetts
582,Aaron Bruce,1966-08-01,274-96-2115,West Virginia
1912,Leonard Brown,1969-04-06,708-81-6711,Connecticut
1881,Deborah Jackson,1979-12-10,361-01-2438,Alabama
1688,John Marshall,1967-04-25,786-61-0554,Connecticut
1211,Melissa Mercado,1994-09-22,356-71-7490,Texas
1134,Adam Blackburn,1969-12-08,426-84-7922,Missouri
1719,Daniel Gibson,1957-09-02,277-93-1030,Connecticut
943,Jessica Davis,1972-07-23,064-75-3297,South Carolina
1459,Johnny Downs,1984-08-01,253-69-6934,Colorado
13,Anthony Simpson,1981-10-15,026-86-5784,New Mexico
1067,Patricia Beard,1983-10-16,083-38-7152,Pennsylvania
1192,Justin Henry,1992-07-30,711-13-2649,Georgia
10,Dwayne Mckee,1973-10-16,814-97-2174,Maine
601,Mark Mendez,1991-05-11,830-12-3104,Arizona
2080,Ryan Martin,1983-01-02,749-42-5485,Connecticut
1550,Stacey Joyce,1957-12-06,039-13-3672,Indiana
409,Sarah King,1980-02-03,673-36-1925,Tennessee
669,Kathy Simpson,1974-04-23,638-91-0462,Alabama
204,Jill Perry,1983-12-30,624-32-3501,Illinois
1780,Cory Williams,1988-08-15,703-60-0423,Illinois
16,Tiffany Thomas,1971-10-10,654-34-8636,Kentucky
554,Tracy Goodwin,1979-03-02,825-32-2848,South Carolina
438,Nathaniel Swanson,1957-12-28,611-52-0880,New Mexico
518,Daniel Moore,1959-05-10,579-29-5676,Rhode Island
2084,Shannon Anderson,1958-06-29,424-61-5070,Texas
1723,Shaun Rodriguez,1983-10-07,845-12-8987,Indiana
1212,Cassandra Blanchard,1977-03-03,647-57-6073,Idaho
58,Michael Andersen,1961-09-02,460-10-0392,North Dakota
542,Cindy Cruz,1976-10-08,887-55-5675,Minnesota
574,Richard Jones,1986-05-01,833-50-2767,Oklahoma
880,Judy Williamson,1958-11-30,415-54-4904,Pennsylvania
1601,Pamela Arnold,1994-08-04,620-23-0539,New York
1873,Julia Stuart,1987-05-20,487-68-0136,Delaware
180,Jessica Johnson,1959-12-23,639-52-6174,Colorado
242,Samantha Gilbert,1961-03-18,179-05-2427,Utah
1215,Heather Barton,1973-04-02,636-90-0109,New Hampshire
394,Lauren Guzman,1990-02-22,888-95-5246,Maryland
1173,Tabitha Salazar,1990-04-15,113-31-4140,Indiana
1681,Jason Page,1963-09-17,668-67-4503,New Hampshire
1956,Justin Simpson,1964-10-16,574-81-8212,Colorado
508,Richard Brennan,1987-11-23,072-05-3215,Arizona
1844,Aaron Mathis,1957-02-04,826-33-1972,Kentucky
1914,Kayla Green,1972-11-13,083-66-3449,South Carolina
1109,Sherry Medina,1991-02-10,885-87-1685,Alaska
1656,Lee Smith,1984-03-11,013-11-5651,Oklahoma
263,Michael Rowe,1967-11-15,144-20-3860,Vermont
1069,Keith Thompson,1982-10-26,729-35-2301,Massachusetts
1991,Justin Austin,1989-02-16,528-59-2653,Kentucky
1805,John Rose,1990-08-25,311-39-5475,Colorado
2,Jason Bailey,1989-02-10,261-96-0094,Hawaii
468,Christie Parker,1986-06-10,100-79-2928,Massachusetts
465,David Bell,1977-10-23,164-96-4436,Massachusetts
1185,Shane Brown,1958-03-26,018-54-4680,New Hampshire
630,Nicholas Patrick,1991-11-19,564-51-8810,Connecticut
811,Ashley Heath,1984-03-25,428-77-7731,West Virginia
1400,Kathryn Conrad,1991-07-02,743-05-2367,Alaska
112,Pamela Ramirez,1984-06-30,628-31-5534,Pennsylvania
116,Kristin Gonzalez,1961-08-04,686-87-5453,Michigan
1005,Paul Smith,1964-12-13,178-59-3289,Arizona
400,Emily Walters,1984-03-14,418-33-8813,Rhode Island
767,Olivia Jimenez,1977-08-07,493-96-6400,Idaho
1158,Michelle Richards,1987-09-25,215-79-0333,Nevada
2021,Robert Stein,1963-08-20,756-47-5658,Tennessee
1142,Tanya Ellis,1979-03-03,143-76-3149,Delaware
1736,Amanda Cervantes,1978-09-02,547-76-6911,Kentucky
837,John Pham,1991-11-09,350-68-7062,New Hampshire
197,Raymond Hunter,1981-01-19,871-28-5472,Maryland
1999,Wendy Garrett,1982-06-23,437-04-8044,South Dakota
1326,Joseph Brown,1971-09-06,279-33-9641,New York
1803,Shawn Johnson,1969-02-17,827-84-5012,Washington
399,Linda Warner,1959-09-26,653-26-0217,New Mexico
228,Elijah Padilla,1982-04-21,420-23-1696,Alaska
382,Jason Torres,1958-06-05,466-55-8830,Alabama
41,Christopher Flores,1959-12-28,196-26-0940,South Dakota
1012,Anthony Ware,1980-02-07,692-91-4265,Wisconsin
1298,Paul Hebert,1984-11-11,570-12-0581,Mississippi
1832,John Ballard,1990-01-11,386-93-7793,Pennsylvania
493,Jeffrey Fisher,1965-04-04,860-91-8585,Arizona
629,David Vega,1989-10-03,374-09-9790,Maryland
1579,Karen Horn,1984-03-27,432-61-2821,Wisconsin
1222,Jermaine King,1993-08-21,590-30-9068,Rhode Island
1769,Charles Weaver,1962-08-11,006-86-0697,Delaware
1086,Anthony Bean,1966-11-18,891-11-6681,Arkansas
642,Sara Schultz,1987-08-26,512-99-8390,Colorado
1050,Dustin Kline,1971-06-06,184-84-8783,Georgia
901,Kevin Green,1959-03-15,319-23-3626,Rhode Island
118,Alyssa Hickman,1974-04-19,349-08-9953,Illinois
1504,Shannon Walker,1978-01-15,126-76-4315,New Mexico
1180,Krista Jackson,1977-04-07,517-04-1259,Louisiana
933,Lawrence Sutton,1959-10-11,137-69-1525,West Virginia
249,Brady Vaughn,1983-10-29,218-73-7261,Virginia
1941,Joseph Rollins,1988-05-17,483-84-5638,Illinois
1413,Joseph Lopez,1980-11-06,632-98-9529,Nebraska
2110,Jennifer Castro,1976-05-16,099-08-9645,Hawaii
1499,David Mcgee,1958-02-07,185-15-9525,North Dakota
457,Kevin Reed,1960-04-22,034-77-8987,Arkansas
497,Jennifer Holloway,1991-01-30,791-57-1289,New Jersey
2006,Troy Turner,1959-11-05,132-73-1685,Arizona
276,Sherry Trevino,1964-10-24,105-98-3646,Alaska
435,Bailey Patel,1985-03-24,398-42-9372,Illinois
1257,Michael Rivers,1971-10-05,881-23-3089,Washington
956,Trevor Ochoa,1988-08-26,047-84-8514,Pennsylvania
673,Danielle Robinson,1960-05-31,143-83-8917,South Dakota
1237,Jacob Jones,1981-04-02,472-26-4935,Texas
877,Dorothy Molina,1965-01-13,563-51-7633,South Carolina
1223,Sarah Calhoun,1972-12-10,720-30-5594,Virginia
1446,Brenda Zimmerman,1980-05-16,558-50-9615,Kansas
1510,Nina Banks,1985-05-09,191-26-9945,Wisconsin
1583,Rebecca Fox,1988-09-27,832-11-3940,Montana
1292,Maria Mckenzie,1974-07-28,381-59-8479,New Jersey
1978,Willie Hines,1993-05-01,601-41-2557,Nevada
29,Zachary Tyler,1966-08-24,197-95-6670,Utah
240,Emily Cochran,1970-12-28,133-59-5494,South Dakota
2109,Kayla Galloway,1961-12-04,651-81-9611,Arizona
1839,Mary Walsh,1989-07-09,675-58-4428,North Dakota
806,James Kirk,1976-03-18,892-38-2003,Utah
1386,Kelly Casey,1991-01-22,529-74-0409,Oklahoma
1078,Travis Lee,1958-01-16,582-39-2949,Washington
1042,Jessica Williams,1981-11-24,095-56-4639,Kentucky
1120,Donald Lawson,1994-10-20,087-71-5876,South Dakota
1027,Jodi Newton,1983-12-28,703-14-4224,Idaho
1225,Taylor Hernandez,1976-03-20,648-25-4749,Nebraska
1087,Christine Hopkins,1968-10-13,075-28-5682,Missouri
570,Barbara Jefferson,1989-04-02,200-32-4441,New Jersey
1360,Kelly Strickland,1976-06-30,833-27-7387,Missouri
716,John Stevens,1975-08-31,796-82-2721,North Dakota
2115,Megan Melendez,1988-11-03,358-37-3429,Maryland
1532,Troy Ballard,1992-04-25,742-14-8211,Massachusetts
36,John Young,1962-10-08,160-24-8187,Maine
1721,Joseph Henderson,1978-06-15,461-21-1968,Washington
1218,Frank Williams,1980-12-03,472-06-8177,New Hampshire
626,Wesley Davis,1985-09-28,278-85-9388,Indiana
432,Jared Harper,1991-10-07,093-20-7767,South Dakota
1076,Joshua Miller,1973-10-01,306-01-3684,Massachusetts
1543,Caleb Rubio,1966-01-06,273-89-9678,Texas
1055,Yvette Wyatt,1981-02-11,735-18-7673,Illinois
663,Veronica Rodriguez,1994-02-27,561-21-0138,Maine
884,Chase Peters,1989-06-27,814-09-0588,Michigan
1904,Thomas Curry,1960-01-30,273-94-9978,Massachusetts
636,David Garrett,1957-01-07,742-73-0743,Texas
1729,Brent Jones,1968-05-12,209-06-4006,Wyoming
1870,Mary Jones,1960-07-05,122-36-1233,Oregon
2005,Kurt Calderon,1971-11-22,020-44-3640,New Mexico
1160,Jennifer Stevens,1984-06-27,462-69-6438,Iowa
1609,Michael Miller,1959-05-21,550-74-9413,Maryland
672,Rachael Murphy,1959-05-04,549-32-4348,California
1779,James Griffith,1970-11-12,607-98-7967,Vermont
1854,Pamela Ray,1977-04-11,128-34-6548,Hawaii
108,Shawn Mitchell,1993-07-27,576-10-5330,Maryland
653,Diane Wiley,1977-11-09,535-95-7369,Hawaii
1024,Matthew Berry,1959-12-16,574-76-2038,Hawaii
1852,Tracy Davis,1988-09-13,493-88-1962,California
178,Derek Hale,1977-11-11,210-75-7878,Arkansas
1624,Diane Shea,1957-03-10,174-94-8090,Mississippi
918,Joseph Gutierrez,1990-02-16,129-52-5291,Rhode Island
1008,Andrea Byrd,1967-08-12,069-12-3106,Indiana
1312,Kathryn Malone,1970-05-24,471-77-1227,Montana
501,Matthew Wilson,1967-02-24,777-94-5058,Ohio
157,Vincent Sloan,1959-10-19,777-74-5501,North Carolina
1927,Ashley Chandler,1980-03-21,859-05-1307,Arizona
71,Willie Jones,1983-01-08,687-19-5452,Indiana
96,Brett Thomas,1992-09-01,211-79-6916,Texas
1093,Cristian French,1965-12-01,038-55-5433,Nevada
1602,Brenda Davis,1993-10-17,510-65-8713,Nebraska
813,Jennifer Gray,1973-12-28,154-45-9634,Alabama
136,Eric Bradley,1988-03-02,601-80-4231,South Carolina
70,Thomas Howell,1977-05-19,105-15-8695,Hawaii
978,Mary Simpson,1980-02-27,364-43-2691,Kansas
1372,Kelli Owens,1972-08-28,059-54-8002,New York
1117,Charles Savage,1977-11-09,089-82-9402,California
1085,Christopher Espinoza,1958-03-21,091-79-4243,Wisconsin
559,Clayton Henderson,1975-06-30,045-37-9396,Wyoming
2077,Rachel Sandoval,1975-11-30,667-68-5233,North Carolina
347,Stephanie Carpenter,1959-11-01,043-49-7041,Missouri
2101,Natalie Turner,1991-06-19,711-18-3128,Colorado
230,Julie Higgins,1974-11-24,425-84-8175,Mississippi
1711,Logan Briggs,1964-08-18,394-98-7519,Kentucky
1851,Jose Manning,1987-08-12,777-87-0989,Georgia
173,Tamara Morris,1961-10-13,198-60-3486,Wisconsin
1140,Brian Martinez,1972-09-10,398-67-4875,New Hampshire
282,David Contreras,1994-08-27,733-36-7970,Texas
2016,Joshua Graves,1969-01-29,350-03-5080,California
281,Jennifer Gilbert,1985-08-25,248-06-9467,Hawaii
1177,Kevin Brock,1974-08-31,740-36-6074,Kansas
727,Roger Coleman,1957-09-14,631-81-6111,New York
577,Grant Patterson,1986-12-24,611-12-6784,Rhode Island
753,Kevin Robinson,1991-12-05,486-54-4224,Maryland
1561,James Stokes,1971-04-16,129-26-0232,California
587,David Johnson,1990-01-08,841-95-3708,Michigan
830,John Rivera,1964-01-03,173-78-3546,Louisiana
1890,Charles Bryan,1985-12-04,659-84-2171,Maryland
47,Alexander Romero,1975-07-12,284-11-1442,Vermont
139,Matthew Knight,1984-05-07,841-90-8438,Texas
270,James Harris,1973-12-20,695-25-8140,Montana
1487,Richard Hunt,1983-08-30,040-59-4959,Maryland
706,Kaitlyn Reese,1983-05-21,196-49-5521,Florida
576,Marissa Kelly,1974-10-26,336-10-7575,North Dakota
1699,Heidi Shaw,1987-11-13,413-48-6968,Kentucky
1921,Alyssa Armstrong,1992-03-05,353-98-0479,Alabama
1432,Erica Cole,1971-12-01,044-30-7616,Rhode Island
1938,David Johnston,1965-07-31,634-39-0677,Utah
962,Katrina Wiggins,1975-09-14,766-14-1378,Rhode Island
1541,Benjamin Long,1976-12-09,388-98-7867,Rhode Island
2120,Pam Sanchez,1975-11-21,352-38-8018,Minnesota
1640,Lori Adams,1991-08-06,538-64-3803,Idaho
233,Julie Nelson,1972-08-22,084-02-5917,Georgia
1039,Joseph Steele,1990-04-28,344-40-9841,Washington
1868,Craig Wiggins,1962-05-28,704-75-7616,Texas
2123,Jill Fox,1965-02-21,124-55-3332,Pennsylvania
243,Gerald Wallace,1988-10-17,075-77-0638,Nebraska
1722,Michael Vasquez,1994-11-05,115-93-2681,Texas
1547,Keith Thomas,1972-06-18,614-76-3051,Pennsylvania
201,Gregory Williams,1957-06-09,319-96-2236,New Hampshire
822,John Daniels,1982-06-07,077-42-2845,Vermont
1948,Susan Garrison,1967-06-17,503-90-8796,New York
1230,Brenda Gay,1978-01-02,676-08-7151,Connecticut
1161,Wyatt Moreno,1984-03-22,400-09-4187,Michigan
1518,Susan Turner,1966-04-26,038-09-2571,Utah
258,Denise Martin,1982-05-11,308-85-2489,Indiana
2011,Erica Ryan,1982-08-13,350-79-8369,Maryland
1758,Monica Hawkins,1958-02-26,191-14-2444,West Virginia
944,Brenda Freeman,1994-01-11,493-32-2578,Arizona
333,James Walker,1990-01-16,215-43-1799,Virginia
1781,Mark Gordon,1987-09-20,170-10-5608,New York
871,Joseph Cummings,1971-08-11,359-85-3554,New Hampshire
798,Andrea Fitzgerald,1990-12-04,477-01-5882,Massachusetts
1828,Vanessa Petersen,1966-05-17,356-30-8659,Pennsylvania
1804,Jessica Moore,1958-03-27,110-90-0396,Iowa
1403,Ryan Moreno,1974-07-25,246-82-2902,Georgia
1520,Tony Banks,1991-09-15,521-75-7821,Minnesota
1635,Christina Marshall,1966-04-07,045-01-6940,Iowa
1666,Andrew Sutton,1983-01-18,184-15-2345,Hawaii
652,Tom Mayer,1986-02-09,203-81-3480,Vermont
2038,Cassandra Gordon,1984-02-21,709-13-2243,New York
788,Cameron Silva,1980-06-11,675-98-7963,Massachusetts
734,Cheryl Flores,1986-08-13,407-44-5566,Delaware
2067,Jennifer Newman,1964-04-05,014-66-3067,Nebraska
1137,Peter Miller,1968-06-27,529-07-5656,Oklahoma
1792,Ashley Smith,1990-03-17,315-60-1428,Nebraska
488,Brianna Brown,1988-06-28,780-32-3009,Alabama
2114,Peter Hansen,1980-07-27,216-14-4935,Rhode Island
2026,Jimmy Hunter,1988-12-11,268-03-2553,Idaho
759,Angela Randall,1982-12-03,203-95-3666,New York
175,Brandon Gomez,1980-04-30,079-22-9117,Colorado
385,Shawn Smith,1976-06-11,383-31-3742,New Hampshire
1807,Marcus Garza,1960-04-01,328-61-3499,Tennessee
711,Amber White,1967-03-27,014-50-8793,Louisiana
1861,Ashley Shepard,1972-07-24,215-19-2653,Ohio
1894,Maurice Palmer,1980-09-11,850-64-6048,Louisiana
833,Richard Ward,1959-09-15,097-89-4384,Missouri
939,Robert Bailey,1980-06-22,401-86-0849,Colorado
2029,Jose Dodson,1969-01-12,157-43-2007,North Carolina
194,Jeanette Hart,1965-10-22,561-46-4052,New Jersey
1801,John Shepard,1975-07-11,236-79-7873,New Hampshire
526,Jennifer Stafford,1978-11-19,627-82-3340,West Virginia
610,Jenny Morgan,1992-10-02,400-26-3732,Kansas
94,Jill Haynes,1979-03-15,811-10-9789,New York
1195,Matthew Aguirre,1981-04-06,135-07-3346,New Mexico
213,Joshua King,1994-01-04,785-60-3279,Virginia
17,Vincent Howard,1972-05-11,157-47-3520,Maryland
1755,Kimberly Acevedo,1968-09-04,089-91-1279,Massachusetts
1505,Cameron Griffith,1986-01-09,545-80-0633,Massachusetts
1899,Angela Love,1974-03-12,528-49-7067,Kansas
1692,Larry Roach,1971-07-13,741-93-2498,Virginia
1248,Kimberly Fleming,1985-04-09,773-29-6799,Iowa
1587,Vanessa Wells,1993-09-14,100-34-3702,Nevada
1621,Brenda Russell,1983-10-24,566-05-1775,Maryland
30,Julia Reynolds,1969-07-10,564-02-5553,Idaho
239,Scott Kane,1969-08-16,149-39-9499,West Virginia
1557,Jenny Thompson,1988-12-29,234-56-5801,South Dakota
1829,Robert Castro,1977-04-20,746-85-6975,Michigan
1290,James Miller,1966-08-12,619-98-2119,Maine
1464,Audrey Murphy,1962-07-12,618-81-8969,Idaho
751,Dana Cox,1980-01-12,839-55-4163,Utah
986,Kiara Riley,1988-06-12,775-91-6560,Kansas
1673,Isabella Marshall,1957-01-11,565-42-9744,Washington
1313,Amanda Wright,1973-12-05,650-21-7528,Texas
1508,Nicholas Weaver,1976-03-22,295-08-4980,Alabama
210,Erin Snyder,1976-02-24,548-96-9700,North Carolina
442,Donna Bolton,1990-06-16,743-72-6047,Arizona
1687,Brittany Murphy,1985-01-05,762-72-0297,Montana
262,Cynthia Roberts,1969-03-08,186-04-9922,Georgia
406,Steven Russell,1974-03-21,301-39-0698,Illinois
454,Bernard Torres,1977-08-04,315-86-7636,Nebraska
1730,Tiffany Terrell,1967-07-08,824-66-7361,Illinois
1164,Donna Mason,1971-03-20,419-12-3768,Oklahoma
634,Stephanie Melton,1977-01-23,853-22-0043,North Carolina
273,Sylvia Jackson,1986-04-18,779-06-2148,Iowa
1364,Theresa Williams,1965-01-10,702-13-4890,Virginia
